param n := 64;

param t_max := 19;

param S_ini := 1 0.000
 2 0.000
 3 0.000
 4 0.000
 5 0.000
 6 0.000
 7 0.000
 8 0.000
 9 0.000
 10 0.000
 11 0.000
 12 0.000
 13 0.000
 14 0.000
 15 0.000
 16 0.000
 17 0.000
 18 0.000
 19 0.000
 20 0.000
 21 0.000
 22 0.000
 23 0.000
 24 0.000
 25 0.000
 26 0.000
 27 0.000
 28 0.000
 29 0.000
 30 0.000
 31 0.000
 32 0.000
 33 0.000
 34 0.000
 35 0.000
 36 0.000
 37 0.000
 38 0.000
 39 0.000
 40 0.000
 41 0.000
 42 0.000
 43 0.000
 44 0.000
 45 0.000
 46 0.000
 47 0.000
 48 0.000
 49 0.000
 50 0.000
 51 0.000
 52 0.000
 53 0.000
 54 0.000
 55 0.000
 56 0.000
 57 0.000
 58 0.000
 59 0.000
 60 0.000
 61 0.000
 62 0.000
 63 0.000
 64 0.000;

param S_max := 1 4
 2 4
 3 4
 4 4
 5 4
 6 4
 7 4
 8 4
 9 4
 10 4
 11 4
 12 4
 13 4
 14 4
 15 4
 16 4
 17 4
 18 4
 19 4
 20 4
 21 4
 22 4
 23 4
 24 4
 25 4
 26 4
 27 4
 28 4
 29 4
 30 4
 31 4
 32 4
 33 4
 34 4
 35 4
 36 4
 37 4
 38 4
 39 4
 40 4
 41 4
 42 4
 43 4
 44 4
 45 4
 46 4
 47 4
 48 4
 49 4
 50 4
 51 4
 52 4
 53 4
 54 4
 55 4
 56 4
 57 4
 58 4
 59 4
 60 4
 61 4
 62 4
 63 4
 64 4;

param price_W := 1 0.026
 2 0.036
 3 0.039
 4 0.042
 5 0.041
 6 0.037
 7 0.034
 8 0.034
 9 0.034
 10 0.037
 11 0.034
 12 0.044
 13 0.052
 14 0.049
 15 0.044
 16 0.037
 17 0.034
 18 0.029
 19 0.025;

param price_R := 1 0.056
 2 0.079
 3 0.085
 4 0.091
 5 0.090
 6 0.081
 7 0.075
 8 0.075
 9 0.075
 10 0.081
 11 0.075
 12 0.216
 13 0.235
 14 0.227
 15 0.216
 16 0.081
 17 0.075
 18 0.064
 19 0.055;

param B := 1 0.0049
 2 0.0049
 3 0.0049
 4 0.0049
 5 0.0049
 6 0.0049
 7 0.0049
 8 0.0049
 9 0.0049
 10 0.0049
 11 0.0049
 12 0.0049
 13 0.0049
 14 0.0049
 15 0.0049
 16 0.0049
 17 0.0049
 18 0.0049
 19 0.0049;

param G : 1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18  19:=
 1 0.000  0.000  0.000  0.000  0.077  0.220  0.337  0.406  0.286  0.049  0.033  0.009  0.000  0.000  0.000  0.000  0.000  0.000 0.000
 2 0.000  0.000  0.000  0.000  0.009  0.105  0.126  0.062  0.027  0.017  0.021  0.000  0.000  0.000  0.000  0.000  0.000  0.000 0.000
 3 0.000  0.000  0.000  0.000  0.055  0.306  0.237  0.126  0.044  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 0.000
 4 0.000  0.000  0.000  0.016  0.453  1.000  1.498  2.038  2.181  1.575  0.812  1.055  0.080  0.000  0.000  0.000  0.000  0.000 0.000
 5 0.000  0.000  0.000  0.006  0.471  0.546  1.002  1.088  0.971  0.529  0.309  0.138  0.011  0.000  0.000  0.000  0.000  0.000 0.000
 6 0.000  0.000  0.000  0.007  0.142  0.304  0.381  0.646  0.555  1.139  1.320  0.636  0.037  0.000  0.000  0.000  0.000  0.001 0.000
 7 0.003  0.007  0.007  0.061  0.096  0.756  1.839  1.624  1.230  0.702  0.400  0.262  0.162  0.010  0.003  0.003  0.008  0.011 0.013
 8 0.000  0.000  0.000  0.017  0.224  0.976  1.709  2.504  2.508  1.480  0.902  0.306  0.047  0.000  0.000  0.000  0.000  0.000 0.000
 9 0.000  0.000  0.000  0.000  0.077  0.220  0.337  0.406  0.286  0.049  0.033  0.009  0.000  0.000  0.000  0.000  0.000  0.000 0.000
 10 0.000  0.000  0.000  0.000  0.009  0.105  0.126  0.062  0.027  0.017  0.021  0.000  0.000  0.000  0.000  0.000  0.000  0.000 0.000
 11 0.000  0.000  0.000  0.000  0.055  0.306  0.237  0.126  0.044  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 0.000
 12 0.000  0.000  0.000  0.016  0.453  1.000  1.498  2.038  2.181  1.575  0.812  1.055  0.080  0.000  0.000  0.000  0.000  0.000 0.000
 13 0.000  0.000  0.000  0.006  0.471  0.546  1.002  1.088  0.971  0.529  0.309  0.138  0.011  0.000  0.000  0.000  0.000  0.000 0.000
 14 0.000  0.000  0.000  0.007  0.142  0.304  0.381  0.646  0.555  1.139  1.320  0.636  0.037  0.000  0.000  0.000  0.000  0.001 0.000
 15 0.003  0.007  0.007  0.061  0.096  0.756  1.839  1.624  1.230  0.702  0.400  0.262  0.162  0.010  0.003  0.003  0.008  0.011 0.013
 16 0.000  0.000  0.000  0.017  0.224  0.976  1.709  2.504  2.508  1.480  0.902  0.306  0.047  0.000  0.000  0.000  0.000  0.000 0.000
 17 0.000  0.000  0.000  0.000  0.077  0.220  0.337  0.406  0.286  0.049  0.033  0.009  0.000  0.000  0.000  0.000  0.000  0.000 0.000
 18 0.000  0.000  0.000  0.000  0.009  0.105  0.126  0.062  0.027  0.017  0.021  0.000  0.000  0.000  0.000  0.000  0.000  0.000 0.000
 19 0.000  0.000  0.000  0.000  0.055  0.306  0.237  0.126  0.044  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 0.000
 20 0.000  0.000  0.000  0.016  0.453  1.000  1.498  2.038  2.181  1.575  0.812  1.055  0.080  0.000  0.000  0.000  0.000  0.000 0.000
 21 0.000  0.000  0.000  0.006  0.471  0.546  1.002  1.088  0.971  0.529  0.309  0.138  0.011  0.000  0.000  0.000  0.000  0.000 0.000
 22 0.000  0.000  0.000  0.007  0.142  0.304  0.381  0.646  0.555  1.139  1.320  0.636  0.037  0.000  0.000  0.000  0.000  0.001 0.000
 23 0.003  0.007  0.007  0.061  0.096  0.756  1.839  1.624  1.230  0.702  0.400  0.262  0.162  0.010  0.003  0.003  0.008  0.011 0.013
 24 0.000  0.000  0.000  0.017  0.224  0.976  1.709  2.504  2.508  1.480  0.902  0.306  0.047  0.000  0.000  0.000  0.000  0.000 0.000
 25 0.000  0.000  0.000  0.000  0.077  0.220  0.337  0.406  0.286  0.049  0.033  0.009  0.000  0.000  0.000  0.000  0.000  0.000 0.000
 26 0.000  0.000  0.000  0.000  0.009  0.105  0.126  0.062  0.027  0.017  0.021  0.000  0.000  0.000  0.000  0.000  0.000  0.000 0.000
 27 0.000  0.000  0.000  0.000  0.055  0.306  0.237  0.126  0.044  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000 0.000
 28 0.000  0.000  0.000  0.016  0.453  1.000  1.498  2.038  2.181  1.575  0.812  1.055  0.080  0.000  0.000  0.000  0.000  0.000 0.000
 29 0.000  0.000  0.000  0.006  0.471  0.546  1.002  1.088  0.971  0.529  0.309  0.138  0.011  0.000  0.000  0.000  0.000  0.000 0.000
 30 0.000  0.000  0.000  0.007  0.142  0.304  0.381  0.646  0.555  1.139  1.320  0.636  0.037  0.000  0.000  0.000  0.000  0.001 0.000
 31 0.003  0.007  0.007  0.061  0.096  0.756  1.839  1.624  1.230  0.702  0.400  0.262  0.162  0.010  0.003  0.003  0.008  0.011 0.013
 32 0.000  0.000  0.000  0.017  0.224  0.976  1.709  2.504  2.508  1.480  0.902  0.306  0.047  0.000  0.000  0.000  0.000  0.000 0.000
